entity_id,source_system,total_incidents,last_incident,root_cause,resolution,severity
MAC0463,Manufacturing,6,2026-07-12,Dependency Failure,Restart Service,Critical
MAC0464,Manufacturing,10,2026-07-16,Power Outage,Scale Cluster,High
MAC0465,Manufacturing,11,2026-07-02,Sensor Failure,Replace Sensor,Critical
MAC0466,Manufacturing,3,2026-07-21,API Rate Limit,Replace Node,Critical
MAC0467,Manufacturing,5,2026-07-03,CPU Saturation,Rollback Deployment,Critical
MAC0468,Manufacturing,7,2026-07-02,Broker Failure,Scale Cluster,High
MAC0469,Manufacturing,1,2026-07-06,Pod Crash,Update Configuration,Critical
MAC0470,Manufacturing,14,2026-07-11,Network Timeout,Rollback Deployment,Critical
MAC0471,Manufacturing,1,2026-07-26,API Rate Limit,Update Configuration,Low
MAC0472,Manufacturing,8,2026-07-26,Database Lock,Scale Cluster,Critical
MAC0473,Manufacturing,12,2026-07-03,Dependency Failure,Rollback Deployment,Medium
MAC0474,Manufacturing,14,2026-07-22,Configuration Drift,Restart Service,Critical
MAC0475,Manufacturing,11,2026-07-13,Pod Crash,Replace Sensor,Low
MAC0476,Manufacturing,8,2026-07-10,CPU Saturation,Scale Cluster,Low
MAC0477,Manufacturing,11,2026-07-11,Database Lock,Retry Pipeline,High
MAC0478,Manufacturing,14,2026-07-27,Disk Full,Increase Resources,Medium
MAC0479,Manufacturing,4,2026-07-25,API Rate Limit,Restart Service,Low
MAC0480,Manufacturing,1,2026-07-21,Memory Leak,Replace Sensor,Medium
MAC0481,Manufacturing,13,2026-07-03,Broker Failure,Apply Patch,Medium
MAC0482,Manufacturing,9,2026-07-14,Memory Leak,Apply Patch,Low
MAC0483,Manufacturing,12,2026-07-20,Authentication Failure,Retry Pipeline,High
MAC0484,Manufacturing,11,2026-07-27,Pod Crash,Scale Cluster,Low
MAC0485,Manufacturing,5,2026-07-22,Disk Full,Scale Cluster,High
MAC0486,Manufacturing,15,2026-07-19,Network Timeout,Retry Pipeline,High
MAC0487,Manufacturing,7,2026-07-04,Sensor Failure,Retry Pipeline,High
MAC0488,Manufacturing,7,2026-07-12,Firmware Error,Replace Sensor,High
MAC0489,Manufacturing,5,2026-07-05,CPU Saturation,Update Configuration,Medium
MAC0490,Manufacturing,14,2026-07-19,Power Outage,Update Configuration,Medium
MAC0491,Manufacturing,0,2026-07-05,Sensor Failure,Increase Resources,Low
MAC0492,Manufacturing,15,2026-07-14,Database Lock,Apply Patch,Low
MAC0493,Manufacturing,1,2026-07-08,Power Outage,Replace Sensor,Critical
MAC0494,Manufacturing,9,2026-07-28,Broker Failure,Manual Intervention,Critical
MAC0495,Manufacturing,9,2026-07-25,Container Restart,Retry Pipeline,Critical
MAC0496,Manufacturing,10,2026-07-28,Memory Leak,Manual Intervention,Critical
MAC0497,Manufacturing,5,2026-07-06,Memory Leak,Rollback Deployment,Low
MAC0498,Manufacturing,3,2026-07-27,Configuration Drift,Replace Sensor,High
MAC0499,Manufacturing,4,2026-07-01,Disk Full,Replace Node,Critical
MAC0500,Manufacturing,4,2026-07-13,Sensor Failure,Update Configuration,Critical
MAC0501,Manufacturing,6,2026-07-14,Firmware Error,Update Configuration,Critical
MAC0502,Manufacturing,14,2026-07-22,Memory Leak,Increase Resources,Medium
MAC0503,Manufacturing,1,2026-07-22,Configuration Drift,Increase Resources,Medium
MAC0504,Manufacturing,14,2026-07-06,Disk Full,Replace Node,High
MAC0505,Manufacturing,10,2026-07-27,API Rate Limit,Apply Patch,High
MAC0506,Manufacturing,1,2026-07-14,Authentication Failure,Rollback Deployment,High
MAC0507,Manufacturing,15,2026-07-28,Network Timeout,Update Configuration,Low
MAC0508,Manufacturing,7,2026-07-22,Configuration Drift,Increase Resources,High
MAC0509,Manufacturing,8,2026-07-22,Disk Full,Replace Node,Medium
MAC0510,Manufacturing,12,2026-07-27,Dependency Failure,Rollback Deployment,Low
MAC0511,Manufacturing,6,2026-07-02,Firmware Error,Restart Service,Low
MAC0512,Manufacturing,8,2026-07-21,Disk Full,Apply Patch,Critical
MAC0513,Manufacturing,7,2026-07-10,Configuration Drift,Increase Resources,Low
MAC0514,Manufacturing,8,2026-07-04,Firmware Error,Rollback Deployment,Low
MAC0515,Manufacturing,0,2026-07-27,Broker Failure,Rollback Deployment,Low
MAC0516,Manufacturing,6,2026-07-09,Disk Full,Restart Service,High
MAC0517,Manufacturing,8,2026-07-24,Database Lock,Retry Pipeline,Low
MAC0518,Manufacturing,7,2026-07-09,Power Outage,Replace Node,High
MAC0519,Manufacturing,14,2026-07-05,Firmware Error,Restart Service,Medium
MAC0520,Manufacturing,6,2026-07-28,Network Timeout,Increase Resources,Critical
MAC0521,Manufacturing,7,2026-07-14,Power Outage,Apply Patch,High
MAC0522,Manufacturing,10,2026-07-28,Broker Failure,Replace Sensor,Medium
MAC0523,Manufacturing,11,2026-07-13,Authentication Failure,Retry Pipeline,Medium
MAC0524,Manufacturing,0,2026-07-11,Pod Crash,Update Configuration,High
MAC0525,Manufacturing,15,2026-07-12,Database Lock,Restart Service,Low
MAC0526,Manufacturing,10,2026-07-16,API Rate Limit,Manual Intervention,Low
MAC0527,Manufacturing,8,2026-07-15,Dependency Failure,Apply Patch,High
MAC0528,Manufacturing,11,2026-07-19,Configuration Drift,Replace Sensor,Medium
MAC0529,Manufacturing,8,2026-07-21,Firmware Error,Increase Resources,Critical
MAC0530,Manufacturing,3,2026-07-18,Broker Failure,Scale Cluster,Low
MAC0531,Manufacturing,6,2026-07-19,Firmware Error,Increase Resources,Low
MAC0532,Manufacturing,7,2026-07-23,Dependency Failure,Update Configuration,Critical
MAC0533,Manufacturing,11,2026-07-19,Sensor Failure,Manual Intervention,High
MAC0534,Manufacturing,15,2026-07-27,Container Restart,Increase Resources,Critical
MAC0535,Manufacturing,12,2026-07-22,Dependency Failure,Increase Resources,Critical
MAC0536,Manufacturing,12,2026-07-11,Pod Crash,Replace Sensor,High
MAC0537,Manufacturing,9,2026-07-25,Memory Leak,Retry Pipeline,High
MAC0538,Manufacturing,13,2026-07-03,Pod Crash,Restart Service,Medium
MAC0539,Manufacturing,1,2026-07-15,API Rate Limit,Rollback Deployment,Medium
MAC0540,Manufacturing,8,2026-07-03,Configuration Drift,Restart Service,High
MAC0541,Manufacturing,15,2026-07-28,Firmware Error,Retry Pipeline,Critical
MAC0542,Manufacturing,7,2026-07-08,API Rate Limit,Replace Sensor,Low
MAC0543,Manufacturing,1,2026-07-13,Network Timeout,Scale Cluster,Low
MAC0544,Manufacturing,4,2026-07-25,Network Timeout,Manual Intervention,Medium
MAC0545,Manufacturing,11,2026-07-24,Container Restart,Replace Sensor,High
MAC0546,Manufacturing,6,2026-07-26,API Rate Limit,Replace Sensor,Critical
MAC0547,Manufacturing,10,2026-07-08,Configuration Drift,Rollback Deployment,High
MAC0548,Manufacturing,3,2026-07-19,Disk Full,Manual Intervention,Critical
MAC0549,Manufacturing,6,2026-07-15,CPU Saturation,Restart Service,Low
MAC0550,Manufacturing,13,2026-07-07,Configuration Drift,Scale Cluster,Critical
MAC0551,Manufacturing,9,2026-07-25,Memory Leak,Increase Resources,High
MAC0552,Manufacturing,14,2026-07-15,Disk Full,Replace Sensor,Medium
MAC0553,Manufacturing,7,2026-07-12,Configuration Drift,Increase Resources,Critical
MAC0554,Manufacturing,6,2026-07-01,Disk Full,Replace Node,Critical
MAC0555,Manufacturing,10,2026-07-15,Power Outage,Replace Sensor,Low
MAC0556,Manufacturing,13,2026-07-09,Network Timeout,Rollback Deployment,Critical
MAC0557,Manufacturing,9,2026-07-22,Database Lock,Apply Patch,High
MAC0558,Manufacturing,1,2026-07-09,Container Restart,Restart Service,Medium
MAC0559,Manufacturing,4,2026-07-16,Authentication Failure,Manual Intervention,Critical
MAC0560,Manufacturing,7,2026-07-25,Configuration Drift,Restart Service,Critical
MAC0561,Manufacturing,2,2026-07-10,Authentication Failure,Rollback Deployment,Medium
MAC0562,Manufacturing,9,2026-07-11,Network Timeout,Manual Intervention,High
MAC0563,Manufacturing,7,2026-07-23,Broker Failure,Apply Patch,Low
MAC0564,Manufacturing,12,2026-07-18,Power Outage,Manual Intervention,High
MAC0565,Manufacturing,5,2026-07-27,Container Restart,Rollback Deployment,Critical
MAC0566,Manufacturing,1,2026-07-23,Memory Leak,Replace Node,Critical
MAC0567,Manufacturing,1,2026-07-28,Broker Failure,Replace Sensor,Critical
MAC0568,Manufacturing,5,2026-07-03,CPU Saturation,Apply Patch,Critical
MAC0569,Manufacturing,9,2026-07-17,Disk Full,Increase Resources,Critical
MAC0570,Manufacturing,1,2026-07-15,Database Lock,Restart Service,Low
MAC0571,Manufacturing,4,2026-07-15,Network Timeout,Replace Node,Low
MAC0572,Manufacturing,6,2026-07-27,Dependency Failure,Restart Service,Low
MAC0573,Manufacturing,13,2026-07-27,Configuration Drift,Rollback Deployment,Critical
MAC0574,Manufacturing,5,2026-07-11,Broker Failure,Update Configuration,High
MAC0575,Manufacturing,7,2026-07-11,Configuration Drift,Retry Pipeline,Medium
MAC0576,Manufacturing,14,2026-07-13,Disk Full,Manual Intervention,High
MAC0577,Manufacturing,10,2026-07-08,Configuration Drift,Replace Sensor,Low
MAC0578,Manufacturing,7,2026-07-21,Network Timeout,Retry Pipeline,Medium
MAC0579,Manufacturing,12,2026-07-28,Database Lock,Retry Pipeline,Critical
MAC0580,Manufacturing,0,2026-07-18,Disk Full,Replace Sensor,High
MAC0581,Manufacturing,0,2026-07-05,Sensor Failure,Increase Resources,Critical
MAC0582,Manufacturing,7,2026-07-16,Network Timeout,Replace Sensor,Low
MAC0583,Manufacturing,3,2026-07-11,Disk Full,Retry Pipeline,Low
MAC0584,Manufacturing,3,2026-07-10,Dependency Failure,Scale Cluster,Low
MAC0585,Manufacturing,5,2026-07-14,Memory Leak,Apply Patch,Critical
MAC0586,Manufacturing,7,2026-07-05,Pod Crash,Rollback Deployment,Critical
MAC0587,Manufacturing,12,2026-07-07,Sensor Failure,Rollback Deployment,Medium
MAC0588,Manufacturing,12,2026-07-15,Authentication Failure,Replace Sensor,Critical
MAC0589,Manufacturing,9,2026-07-08,Configuration Drift,Replace Node,High
MAC0590,Manufacturing,8,2026-07-26,Broker Failure,Retry Pipeline,Low
MAC0591,Manufacturing,11,2026-07-20,Disk Full,Retry Pipeline,Critical
MAC0592,Manufacturing,10,2026-07-05,Firmware Error,Scale Cluster,High
MAC0593,Manufacturing,6,2026-07-08,API Rate Limit,Manual Intervention,High
MAC0594,Manufacturing,3,2026-07-24,Network Timeout,Update Configuration,Medium
MAC0595,Manufacturing,13,2026-07-17,Container Restart,Replace Sensor,Medium
MAC0596,Manufacturing,0,2026-07-02,Container Restart,Apply Patch,Low
MAC0597,Manufacturing,8,2026-07-27,Memory Leak,Replace Node,Medium
MAC0598,Manufacturing,4,2026-07-24,Memory Leak,Replace Sensor,Low
MAC0599,Manufacturing,9,2026-07-02,Broker Failure,Increase Resources,Low
MAC0600,Manufacturing,5,2026-07-20,Database Lock,Restart Service,Low
MAC0601,Manufacturing,0,2026-07-09,Pod Crash,Update Configuration,Critical
MAC0602,Manufacturing,6,2026-07-02,Container Restart,Retry Pipeline,Low
MAC0603,Manufacturing,12,2026-07-22,Firmware Error,Replace Node,Low
MAC0604,Manufacturing,0,2026-07-18,Firmware Error,Apply Patch,Low
MAC0605,Manufacturing,15,2026-07-04,Disk Full,Rollback Deployment,Critical
MAC0606,Manufacturing,13,2026-07-19,Dependency Failure,Increase Resources,Critical
MAC0607,Manufacturing,9,2026-07-11,Dependency Failure,Apply Patch,Critical
MAC0608,Manufacturing,5,2026-07-13,Dependency Failure,Apply Patch,Medium
MAC0609,Manufacturing,8,2026-07-11,Dependency Failure,Manual Intervention,Low
MAC0610,Manufacturing,3,2026-07-05,Sensor Failure,Rollback Deployment,Critical
MAC0611,Manufacturing,0,2026-07-06,Power Outage,Apply Patch,Medium
MAC0612,Manufacturing,3,2026-07-10,Pod Crash,Update Configuration,Critical
MAC0613,Manufacturing,4,2026-07-16,Firmware Error,Manual Intervention,Low
MAC0614,Manufacturing,10,2026-07-06,Sensor Failure,Scale Cluster,High
MAC0615,Manufacturing,10,2026-07-18,Pod Crash,Increase Resources,Medium
MAC0616,Manufacturing,10,2026-07-13,Power Outage,Replace Node,Critical
MAC0617,Manufacturing,7,2026-07-17,API Rate Limit,Restart Service,Critical
MAC0618,Manufacturing,13,2026-07-12,Dependency Failure,Replace Sensor,Medium
MAC0619,Manufacturing,13,2026-07-14,Configuration Drift,Replace Sensor,High
MAC0620,Manufacturing,4,2026-07-08,CPU Saturation,Scale Cluster,High
MAC0621,Manufacturing,8,2026-07-17,Configuration Drift,Restart Service,High
MAC0622,Manufacturing,8,2026-07-27,Dependency Failure,Scale Cluster,High
MAC0623,Manufacturing,5,2026-07-13,Network Timeout,Replace Node,Medium
MAC0624,Manufacturing,1,2026-07-13,Dependency Failure,Retry Pipeline,Critical
MAC0625,Manufacturing,8,2026-07-21,Container Restart,Update Configuration,Medium
MAC0626,Manufacturing,8,2026-07-27,Pod Crash,Replace Node,Medium
MAC0627,Manufacturing,10,2026-07-26,Pod Crash,Replace Sensor,Low
MAC0628,Manufacturing,9,2026-07-18,Memory Leak,Replace Node,Medium
MAC0629,Manufacturing,6,2026-07-20,Pod Crash,Apply Patch,High
MAC0630,Manufacturing,12,2026-07-15,Firmware Error,Rollback Deployment,High
MAC0631,Manufacturing,8,2026-07-15,Broker Failure,Restart Service,Medium
MAC0632,Manufacturing,1,2026-07-04,Disk Full,Scale Cluster,Medium
MAC0633,Manufacturing,8,2026-07-09,Configuration Drift,Replace Sensor,High
MAC0634,Manufacturing,11,2026-07-19,Disk Full,Increase Resources,Medium
MAC0635,Manufacturing,3,2026-07-04,CPU Saturation,Scale Cluster,Medium
MAC0636,Manufacturing,2,2026-07-11,Database Lock,Replace Sensor,Critical
MAC0637,Manufacturing,10,2026-07-26,Broker Failure,Restart Service,High
MAC0638,Manufacturing,5,2026-07-17,Disk Full,Restart Service,Medium
MAC0639,Manufacturing,7,2026-07-22,Memory Leak,Increase Resources,Low
MAC0640,Manufacturing,14,2026-07-27,API Rate Limit,Increase Resources,Low
MAC0641,Manufacturing,11,2026-07-03,Memory Leak,Replace Node,Medium
MAC0642,Manufacturing,10,2026-07-02,Pod Crash,Retry Pipeline,Critical
MAC0643,Manufacturing,3,2026-07-27,Network Timeout,Manual Intervention,High
MAC0644,Manufacturing,2,2026-07-21,API Rate Limit,Replace Sensor,Medium
MAC0645,Manufacturing,0,2026-07-08,Dependency Failure,Rollback Deployment,Critical
MAC0646,Manufacturing,12,2026-07-19,Configuration Drift,Update Configuration,Critical
MAC0647,Manufacturing,0,2026-07-07,Dependency Failure,Apply Patch,Low
MAC0648,Manufacturing,5,2026-07-15,Firmware Error,Retry Pipeline,High
MAC0649,Manufacturing,10,2026-07-10,Authentication Failure,Restart Service,Critical
MAC0650,Manufacturing,3,2026-07-10,Network Timeout,Rollback Deployment,Medium
MAC0651,Manufacturing,4,2026-07-07,Broker Failure,Increase Resources,Critical
MAC0652,Manufacturing,8,2026-07-07,Memory Leak,Manual Intervention,High
MAC0653,Manufacturing,13,2026-07-18,Pod Crash,Restart Service,High
MAC0654,Manufacturing,1,2026-07-15,Firmware Error,Apply Patch,High
MAC0655,Manufacturing,3,2026-07-08,Authentication Failure,Restart Service,Critical
MAC0656,Manufacturing,3,2026-07-26,Firmware Error,Manual Intervention,Low
MAC0657,Manufacturing,2,2026-07-11,Power Outage,Replace Node,Medium
MAC0658,Manufacturing,12,2026-07-07,Disk Full,Restart Service,Critical
MAC0659,Manufacturing,14,2026-07-18,Firmware Error,Rollback Deployment,High
MAC0660,Manufacturing,2,2026-07-04,CPU Saturation,Increase Resources,High
MAC0661,Manufacturing,13,2026-07-24,Broker Failure,Increase Resources,High
MAC0662,Manufacturing,7,2026-07-13,API Rate Limit,Manual Intervention,Medium
MAC0663,Manufacturing,9,2026-07-15,Dependency Failure,Manual Intervention,High
MAC0664,Manufacturing,2,2026-07-09,Dependency Failure,Increase Resources,High
MAC0665,Manufacturing,5,2026-07-02,Disk Full,Scale Cluster,Medium
MAC0666,Manufacturing,8,2026-07-15,Configuration Drift,Increase Resources,Critical
MAC0667,Manufacturing,9,2026-07-09,Network Timeout,Scale Cluster,Low
MAC0668,Manufacturing,6,2026-07-27,Disk Full,Rollback Deployment,Critical
MAC0669,Manufacturing,7,2026-07-14,Broker Failure,Retry Pipeline,High
MAC0670,Manufacturing,14,2026-07-25,Pod Crash,Restart Service,Critical
MAC0671,Manufacturing,10,2026-07-04,Power Outage,Retry Pipeline,High
MAC0672,Manufacturing,8,2026-07-07,CPU Saturation,Replace Sensor,Critical
MAC0673,Manufacturing,8,2026-07-28,Authentication Failure,Restart Service,Medium
MAC0674,Manufacturing,6,2026-07-03,CPU Saturation,Update Configuration,Critical
MAC0675,Manufacturing,3,2026-07-14,Network Timeout,Increase Resources,Medium
MAC0676,Manufacturing,12,2026-07-23,Sensor Failure,Restart Service,Critical
MAC0677,Manufacturing,9,2026-07-14,API Rate Limit,Increase Resources,Medium
MAC0678,Manufacturing,14,2026-07-21,Database Lock,Rollback Deployment,Medium
MAC0679,Manufacturing,7,2026-07-01,Authentication Failure,Update Configuration,Critical
MAC0680,Manufacturing,15,2026-07-23,Memory Leak,Replace Sensor,Medium
MAC0681,Manufacturing,3,2026-07-22,Power Outage,Retry Pipeline,Medium
MAC0682,Manufacturing,3,2026-07-25,Firmware Error,Increase Resources,Medium
MAC0683,Manufacturing,11,2026-07-04,Authentication Failure,Rollback Deployment,Critical
MAC0684,Manufacturing,15,2026-07-13,Authentication Failure,Retry Pipeline,Medium
MAC0685,Manufacturing,10,2026-07-27,Firmware Error,Scale Cluster,Low
MAC0686,Manufacturing,14,2026-07-28,Broker Failure,Retry Pipeline,Low
MAC0687,Manufacturing,10,2026-07-04,Memory Leak,Replace Node,High
MAC0688,Manufacturing,1,2026-07-27,Disk Full,Replace Sensor,Critical
MAC0689,Manufacturing,7,2026-07-14,API Rate Limit,Update Configuration,Critical
MAC0690,Manufacturing,2,2026-07-06,Memory Leak,Replace Sensor,Low
MAC0691,Manufacturing,2,2026-07-20,Sensor Failure,Scale Cluster,High
MAC0692,Manufacturing,0,2026-07-17,Database Lock,Rollback Deployment,Low
MAC0693,Manufacturing,15,2026-07-15,Disk Full,Apply Patch,Critical
MAC0694,Manufacturing,14,2026-07-09,Sensor Failure,Rollback Deployment,Medium
MAC0695,Manufacturing,12,2026-07-24,Database Lock,Replace Sensor,Critical
MAC0696,Manufacturing,0,2026-07-17,Memory Leak,Restart Service,High
MAC0697,Manufacturing,3,2026-07-14,Pod Crash,Manual Intervention,Critical
MAC0698,Manufacturing,5,2026-07-22,Configuration Drift,Restart Service,High
MAC0699,Manufacturing,3,2026-07-21,Network Timeout,Restart Service,High
MAC0700,Manufacturing,6,2026-07-17,Broker Failure,Manual Intervention,Critical
MAC0701,Manufacturing,4,2026-07-12,Disk Full,Replace Node,Critical
MAC0702,Manufacturing,4,2026-07-22,CPU Saturation,Restart Service,High
MAC0703,Manufacturing,6,2026-07-09,Pod Crash,Manual Intervention,Medium
MAC0704,Manufacturing,14,2026-07-13,Memory Leak,Restart Service,Medium
MAC0705,Manufacturing,12,2026-07-21,Disk Full,Retry Pipeline,Medium
MAC0706,Manufacturing,4,2026-07-18,Database Lock,Scale Cluster,Medium
MAC0707,Manufacturing,15,2026-07-15,Firmware Error,Update Configuration,Low
MAC0708,Manufacturing,2,2026-07-23,Database Lock,Rollback Deployment,High
MAC0709,Manufacturing,11,2026-07-16,Database Lock,Retry Pipeline,Low
MAC0710,Manufacturing,8,2026-07-06,API Rate Limit,Rollback Deployment,Medium
MAC0711,Manufacturing,15,2026-07-10,Sensor Failure,Increase Resources,Low
MAC0712,Manufacturing,7,2026-07-22,Memory Leak,Restart Service,Medium
MAC0713,Manufacturing,14,2026-07-25,Power Outage,Manual Intervention,High
MAC0714,Manufacturing,12,2026-07-28,Power Outage,Increase Resources,Medium
MAC0715,Manufacturing,5,2026-07-01,Power Outage,Apply Patch,Medium
MAC0716,Manufacturing,1,2026-07-28,API Rate Limit,Replace Sensor,High
MAC0717,Manufacturing,1,2026-07-05,Network Timeout,Increase Resources,Medium
MAC0718,Manufacturing,6,2026-07-04,API Rate Limit,Update Configuration,Medium
MAC0719,Manufacturing,8,2026-07-15,CPU Saturation,Increase Resources,Medium
MAC0720,Manufacturing,15,2026-07-03,Authentication Failure,Retry Pipeline,Critical
MAC0721,Manufacturing,0,2026-07-08,Dependency Failure,Scale Cluster,High
MAC0722,Manufacturing,3,2026-07-04,Dependency Failure,Manual Intervention,Medium
MAC0723,Manufacturing,12,2026-07-26,Memory Leak,Manual Intervention,High
MAC0724,Manufacturing,11,2026-07-14,Database Lock,Replace Node,Critical
MAC0725,Manufacturing,15,2026-07-14,Memory Leak,Manual Intervention,Low
