entity_id,source_system,recommendation,impact,applied,success_rate
MAC0664,Manufacturing,Replace Aging Hardware,Latency Reduced,No,90
MAC0665,Manufacturing,Enable Autoscaling,Latency Reduced,Yes,86
MAC0666,Manufacturing,Enable Autoscaling,Higher Throughput,Yes,97
MAC0667,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,No,100
MAC0668,Manufacturing,Increase Retry Count,Lower Failure Rate,No,87
MAC0669,Manufacturing,Increase Worker Nodes,Higher Throughput,Yes,94
MAC0670,Manufacturing,Reduce Batch Size,CPU Reduced,No,90
MAC0671,Manufacturing,Increase Kafka Partitions,Lower Failure Rate,No,97
MAC0672,Manufacturing,Increase Memory Limit,CPU Reduced,No,93
MAC0673,Manufacturing,Enable Compression,Lower Failure Rate,Yes,94
MAC0674,Manufacturing,Increase Kafka Partitions,Lower Failure Rate,Yes,100
MAC0675,Manufacturing,Increase Memory Limit,Runtime Reduced,No,90
MAC0676,Manufacturing,Increase Kafka Partitions,Runtime Reduced,Yes,100
MAC0677,Manufacturing,Enable Compression,Higher Throughput,Yes,83
MAC0678,Manufacturing,Scale Kubernetes Cluster,Reduced Cost,Yes,92
MAC0679,Manufacturing,Increase Kafka Partitions,Runtime Reduced,Yes,98
MAC0680,Manufacturing,Increase Kafka Partitions,Higher Throughput,Yes,85
MAC0681,Manufacturing,Increase Memory Limit,Latency Reduced,Yes,98
MAC0682,Manufacturing,Increase Kafka Partitions,Improved Reliability,No,83
MAC0683,Manufacturing,Enable Autoscaling,Lower Failure Rate,No,86
MAC0684,Manufacturing,Optimize Indexing,Improved Reliability,Yes,82
MAC0685,Manufacturing,Enable Compression,Lower Failure Rate,Yes,96
MAC0686,Manufacturing,Increase Sensor Sampling Rate,Improved Reliability,Yes,82
MAC0687,Manufacturing,Enable Autoscaling,Memory Optimized,No,90
MAC0688,Manufacturing,Reduce Batch Size,Reduced Cost,No,91
MAC0689,Manufacturing,Enable Compression,Runtime Reduced,Yes,97
MAC0690,Manufacturing,Optimize SQL Query,Improved Reliability,No,96
MAC0691,Manufacturing,Increase Retry Count,Latency Reduced,No,83
MAC0692,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,Yes,85
MAC0693,Manufacturing,Enable Compression,Lower Failure Rate,No,85
MAC0694,Manufacturing,Optimize Indexing,CPU Reduced,No,92
MAC0695,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,83
MAC0696,Manufacturing,Optimize Indexing,Improved Reliability,No,91
MAC0697,Manufacturing,Move Job to Off-Peak Hours,CPU Reduced,Yes,97
MAC0698,Manufacturing,Increase Retry Count,Lower Failure Rate,Yes,88
MAC0699,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,No,96
MAC0700,Manufacturing,Increase Kafka Partitions,Improved Reliability,No,87
MAC0701,Manufacturing,Optimize Indexing,Runtime Reduced,Yes,92
MAC0702,Manufacturing,Enable Autoscaling,Lower Failure Rate,Yes,93
MAC0703,Manufacturing,Increase Retry Count,Higher Throughput,No,89
MAC0704,Manufacturing,Increase Kafka Partitions,Lower Failure Rate,Yes,85
MAC0705,Manufacturing,Reduce Batch Size,Latency Reduced,Yes,95
MAC0706,Manufacturing,Optimize Indexing,Latency Reduced,No,91
MAC0707,Manufacturing,Increase Retry Count,Memory Optimized,Yes,94
MAC0708,Manufacturing,Enable Compression,Reduced Cost,Yes,88
MAC0709,Manufacturing,Optimize SQL Query,Runtime Reduced,No,87
MAC0710,Manufacturing,Increase Kafka Partitions,CPU Reduced,No,99
MAC0711,Manufacturing,Reduce Batch Size,Latency Reduced,No,92
MAC0712,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,Yes,96
MAC0713,Manufacturing,Optimize SQL Query,Latency Reduced,No,95
MAC0714,Manufacturing,Enable Autoscaling,Reduced Cost,No,91
MAC0715,Manufacturing,Increase Worker Nodes,Memory Optimized,No,89
MAC0716,Manufacturing,Increase Retry Count,Improved Reliability,No,96
MAC0717,Manufacturing,Reduce Batch Size,CPU Reduced,No,87
MAC0718,Manufacturing,Move Job to Off-Peak Hours,Lower Failure Rate,Yes,98
MAC0719,Manufacturing,Increase Worker Nodes,Memory Optimized,Yes,87
MAC0720,Manufacturing,Increase Worker Nodes,Memory Optimized,No,92
MAC0721,Manufacturing,Increase Sensor Sampling Rate,Improved Reliability,No,95
MAC0722,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,Yes,99
MAC0723,Manufacturing,Increase Worker Nodes,Higher Throughput,Yes,94
MAC0724,Manufacturing,Increase Memory Limit,Higher Throughput,Yes,84
MAC0725,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,Yes,89
MAC0726,Manufacturing,Increase Kafka Partitions,CPU Reduced,No,89
MAC0727,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,Yes,91
MAC0728,Manufacturing,Optimize SQL Query,Higher Throughput,No,96
MAC0729,Manufacturing,Increase Sensor Sampling Rate,CPU Reduced,Yes,98
MAC0730,Manufacturing,Replace Aging Hardware,Higher Throughput,No,92
MAC0731,Manufacturing,Reduce Batch Size,Improved Reliability,No,97
MAC0732,Manufacturing,Enable Autoscaling,Latency Reduced,Yes,88
MAC0733,Manufacturing,Increase Retry Count,Runtime Reduced,No,91
MAC0734,Manufacturing,Optimize Indexing,Memory Optimized,Yes,86
MAC0735,Manufacturing,Increase Worker Nodes,Runtime Reduced,Yes,87
MAC0736,Manufacturing,Replace Aging Hardware,Latency Reduced,Yes,99
MAC0737,Manufacturing,Reduce Batch Size,Improved Reliability,No,100
MAC0738,Manufacturing,Increase Kafka Partitions,Reduced Cost,No,93
MAC0739,Manufacturing,Enable Autoscaling,Reduced Cost,Yes,100
MAC0740,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,Yes,92
MAC0741,Manufacturing,Increase Kafka Partitions,Latency Reduced,Yes,99
MAC0742,Manufacturing,Enable Autoscaling,Improved Reliability,No,94
MAC0743,Manufacturing,Optimize SQL Query,Improved Reliability,No,96
MAC0744,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,Yes,87
MAC0745,Manufacturing,Increase Kafka Partitions,Higher Throughput,No,95
MAC0746,Manufacturing,Reduce Batch Size,Memory Optimized,No,89
MAC0747,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,No,88
MAC0748,Manufacturing,Increase Sensor Sampling Rate,Runtime Reduced,Yes,98
MAC0749,Manufacturing,Replace Aging Hardware,Lower Failure Rate,Yes,92
MAC0750,Manufacturing,Reduce Batch Size,Reduced Cost,Yes,92
MAC0751,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,Yes,82
MAC0752,Manufacturing,Increase Worker Nodes,Runtime Reduced,Yes,93
MAC0753,Manufacturing,Replace Aging Hardware,Memory Optimized,Yes,89
MAC0754,Manufacturing,Increase Sensor Sampling Rate,Runtime Reduced,No,93
MAC0755,Manufacturing,Replace Aging Hardware,Higher Throughput,No,100
MAC0756,Manufacturing,Increase Retry Count,Runtime Reduced,Yes,88
MAC0757,Manufacturing,Move Job to Off-Peak Hours,Higher Throughput,No,100
MAC0758,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,94
MAC0759,Manufacturing,Reduce Batch Size,Lower Failure Rate,Yes,90
MAC0760,Manufacturing,Increase Retry Count,Lower Failure Rate,No,93
MAC0761,Manufacturing,Reduce Batch Size,Memory Optimized,Yes,98
MAC0762,Manufacturing,Increase Memory Limit,Improved Reliability,No,100
MAC0763,Manufacturing,Replace Aging Hardware,Improved Reliability,No,95
MAC0764,Manufacturing,Increase Retry Count,Improved Reliability,Yes,82
MAC0765,Manufacturing,Enable Autoscaling,Higher Throughput,No,97
MAC0766,Manufacturing,Increase Sensor Sampling Rate,Reduced Cost,Yes,93
MAC0767,Manufacturing,Enable Compression,CPU Reduced,Yes,87
MAC0768,Manufacturing,Increase Retry Count,CPU Reduced,Yes,82
MAC0769,Manufacturing,Optimize SQL Query,Latency Reduced,No,86
MAC0770,Manufacturing,Optimize SQL Query,Memory Optimized,Yes,90
MAC0771,Manufacturing,Increase Kafka Partitions,Runtime Reduced,No,86
MAC0772,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,Yes,83
MAC0773,Manufacturing,Increase Kafka Partitions,Higher Throughput,Yes,86
MAC0774,Manufacturing,Replace Aging Hardware,Reduced Cost,No,97
MAC0775,Manufacturing,Increase Kafka Partitions,Improved Reliability,No,85
MAC0776,Manufacturing,Optimize Indexing,CPU Reduced,Yes,93
MAC0777,Manufacturing,Move Job to Off-Peak Hours,Higher Throughput,No,90
MAC0778,Manufacturing,Increase Memory Limit,Runtime Reduced,No,86
MAC0779,Manufacturing,Optimize SQL Query,Lower Failure Rate,No,88
MAC0780,Manufacturing,Increase Retry Count,Higher Throughput,No,96
MAC0781,Manufacturing,Increase Sensor Sampling Rate,Lower Failure Rate,Yes,90
MAC0782,Manufacturing,Enable Compression,Reduced Cost,No,97
MAC0783,Manufacturing,Increase Memory Limit,Reduced Cost,No,93
MAC0784,Manufacturing,Enable Compression,Memory Optimized,No,100
MAC0785,Manufacturing,Optimize Indexing,Improved Reliability,No,83
MAC0786,Manufacturing,Replace Aging Hardware,Memory Optimized,Yes,82
MAC0787,Manufacturing,Increase Worker Nodes,Memory Optimized,Yes,99
MAC0788,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,Yes,84
MAC0789,Manufacturing,Increase Kafka Partitions,Latency Reduced,No,88
MAC0790,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,Yes,96
MAC0791,Manufacturing,Increase Retry Count,Improved Reliability,Yes,83
MAC0792,Manufacturing,Enable Compression,Higher Throughput,Yes,87
MAC0793,Manufacturing,Move Job to Off-Peak Hours,Improved Reliability,No,99
MAC0794,Manufacturing,Optimize Indexing,Lower Failure Rate,Yes,95
MAC0795,Manufacturing,Enable Autoscaling,Latency Reduced,No,85
MAC0796,Manufacturing,Increase Memory Limit,Higher Throughput,Yes,95
MAC0797,Manufacturing,Increase Kafka Partitions,Latency Reduced,Yes,97
MAC0798,Manufacturing,Increase Retry Count,CPU Reduced,Yes,85
MAC0799,Manufacturing,Optimize SQL Query,CPU Reduced,Yes,84
MAC0800,Manufacturing,Increase Worker Nodes,Latency Reduced,Yes,92
MAC0801,Manufacturing,Increase Memory Limit,Latency Reduced,Yes,97
MAC0802,Manufacturing,Optimize SQL Query,Lower Failure Rate,No,91
MAC0803,Manufacturing,Enable Compression,Memory Optimized,No,85
MAC0804,Manufacturing,Reduce Batch Size,Memory Optimized,Yes,89
MAC0805,Manufacturing,Enable Compression,CPU Reduced,No,91
MAC0806,Manufacturing,Reduce Batch Size,Latency Reduced,Yes,91
MAC0807,Manufacturing,Replace Aging Hardware,Latency Reduced,Yes,85
MAC0808,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,No,94
MAC0809,Manufacturing,Enable Compression,CPU Reduced,No,91
MAC0810,Manufacturing,Increase Memory Limit,Latency Reduced,No,99
MAC0811,Manufacturing,Enable Compression,Improved Reliability,No,97
MAC0812,Manufacturing,Replace Aging Hardware,Latency Reduced,No,93
MAC0813,Manufacturing,Replace Aging Hardware,Lower Failure Rate,Yes,90
MAC0814,Manufacturing,Optimize SQL Query,Higher Throughput,Yes,90
MAC0815,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,Yes,84
MAC0816,Manufacturing,Move Job to Off-Peak Hours,Higher Throughput,Yes,85
MAC0817,Manufacturing,Increase Retry Count,Memory Optimized,No,98
MAC0818,Manufacturing,Optimize Indexing,Higher Throughput,Yes,99
MAC0819,Manufacturing,Increase Sensor Sampling Rate,Runtime Reduced,Yes,99
MAC0820,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,Yes,87
MAC0821,Manufacturing,Enable Autoscaling,Runtime Reduced,No,98
MAC0822,Manufacturing,Enable Autoscaling,CPU Reduced,Yes,96
MAC0823,Manufacturing,Increase Kafka Partitions,CPU Reduced,No,92
MAC0824,Manufacturing,Increase Memory Limit,CPU Reduced,No,87
MAC0825,Manufacturing,Increase Memory Limit,Runtime Reduced,No,96
MAC0826,Manufacturing,Optimize Indexing,Memory Optimized,Yes,85
MAC0827,Manufacturing,Increase Retry Count,Memory Optimized,Yes,90
MAC0828,Manufacturing,Replace Aging Hardware,Improved Reliability,No,88
MAC0829,Manufacturing,Optimize Indexing,CPU Reduced,No,92
MAC0830,Manufacturing,Optimize Indexing,Memory Optimized,Yes,90
MAC0831,Manufacturing,Increase Retry Count,Memory Optimized,No,84
MAC0832,Manufacturing,Increase Sensor Sampling Rate,Improved Reliability,Yes,99
MAC0833,Manufacturing,Replace Aging Hardware,Improved Reliability,No,99
MAC0834,Manufacturing,Increase Memory Limit,Lower Failure Rate,Yes,87
MAC0835,Manufacturing,Enable Compression,Runtime Reduced,No,100
MAC0836,Manufacturing,Increase Sensor Sampling Rate,CPU Reduced,No,92
MAC0837,Manufacturing,Scale Kubernetes Cluster,Higher Throughput,No,83
MAC0838,Manufacturing,Increase Retry Count,Higher Throughput,Yes,89
MAC0839,Manufacturing,Increase Retry Count,Memory Optimized,No,89
MAC0840,Manufacturing,Move Job to Off-Peak Hours,Reduced Cost,Yes,85
MAC0841,Manufacturing,Increase Kafka Partitions,Higher Throughput,Yes,88
MAC0842,Manufacturing,Increase Memory Limit,Latency Reduced,Yes,90
MAC0843,Manufacturing,Increase Kafka Partitions,Improved Reliability,No,89
MAC0844,Manufacturing,Enable Autoscaling,Runtime Reduced,Yes,87
MAC0845,Manufacturing,Optimize Indexing,Improved Reliability,No,94
MAC0846,Manufacturing,Optimize Indexing,Reduced Cost,Yes,94
MAC0847,Manufacturing,Reduce Batch Size,Lower Failure Rate,No,86
MAC0848,Manufacturing,Replace Aging Hardware,Higher Throughput,Yes,89
MAC0849,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,Yes,100
MAC0850,Manufacturing,Increase Sensor Sampling Rate,Reduced Cost,Yes,85
MAC0851,Manufacturing,Replace Aging Hardware,CPU Reduced,No,100
MAC0852,Manufacturing,Increase Retry Count,Latency Reduced,No,85
MAC0853,Manufacturing,Enable Compression,Memory Optimized,No,89
MAC0854,Manufacturing,Increase Memory Limit,Reduced Cost,Yes,91
MAC0855,Manufacturing,Optimize SQL Query,Improved Reliability,No,93
MAC0856,Manufacturing,Increase Kafka Partitions,Latency Reduced,Yes,83
MAC0857,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,No,84
MAC0858,Manufacturing,Increase Kafka Partitions,CPU Reduced,Yes,83
MAC0859,Manufacturing,Enable Compression,CPU Reduced,No,96
MAC0860,Manufacturing,Increase Retry Count,CPU Reduced,No,82
MAC0861,Manufacturing,Increase Memory Limit,Higher Throughput,No,97
MAC0862,Manufacturing,Replace Aging Hardware,Improved Reliability,Yes,99
MAC0863,Manufacturing,Enable Compression,CPU Reduced,No,83
MAC0864,Manufacturing,Reduce Batch Size,Higher Throughput,No,90
MAC0865,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,No,91
MAC0866,Manufacturing,Reduce Batch Size,CPU Reduced,Yes,85
MAC0867,Manufacturing,Replace Aging Hardware,CPU Reduced,No,100
MAC0868,Manufacturing,Replace Aging Hardware,Runtime Reduced,No,83
MAC0869,Manufacturing,Enable Autoscaling,Higher Throughput,No,98
MAC0870,Manufacturing,Optimize SQL Query,Improved Reliability,No,98
MAC0871,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,82
MAC0872,Manufacturing,Replace Aging Hardware,Lower Failure Rate,Yes,91
MAC0873,Manufacturing,Increase Memory Limit,Lower Failure Rate,Yes,92
MAC0874,Manufacturing,Increase Worker Nodes,Improved Reliability,Yes,94
MAC0875,Manufacturing,Move Job to Off-Peak Hours,CPU Reduced,No,87
MAC0876,Manufacturing,Move Job to Off-Peak Hours,Latency Reduced,Yes,90
MAC0877,Manufacturing,Increase Kafka Partitions,Reduced Cost,No,95
MAC0878,Manufacturing,Optimize Indexing,Improved Reliability,Yes,88
MAC0879,Manufacturing,Enable Compression,Memory Optimized,Yes,87
MAC0880,Manufacturing,Increase Kafka Partitions,CPU Reduced,Yes,88
MAC0881,Manufacturing,Enable Autoscaling,Lower Failure Rate,No,95
MAC0882,Manufacturing,Replace Aging Hardware,Memory Optimized,No,95
MAC0883,Manufacturing,Increase Sensor Sampling Rate,Improved Reliability,Yes,98
MAC0884,Manufacturing,Increase Retry Count,Improved Reliability,Yes,87
MAC0885,Manufacturing,Optimize Indexing,Reduced Cost,No,91
MAC0886,Manufacturing,Reduce Batch Size,Higher Throughput,Yes,83
MAC0887,Manufacturing,Increase Memory Limit,Lower Failure Rate,Yes,87
MAC0888,Manufacturing,Increase Worker Nodes,Memory Optimized,No,95
MAC0889,Manufacturing,Increase Worker Nodes,Memory Optimized,No,82
MAC0890,Manufacturing,Enable Compression,CPU Reduced,No,99
MAC0891,Manufacturing,Enable Compression,Higher Throughput,No,100
MAC0892,Manufacturing,Replace Aging Hardware,Improved Reliability,Yes,99
MAC0893,Manufacturing,Increase Memory Limit,Latency Reduced,No,90
MAC0894,Manufacturing,Enable Autoscaling,Improved Reliability,Yes,86
MAC0895,Manufacturing,Increase Retry Count,Latency Reduced,No,89
MAC0896,Manufacturing,Increase Memory Limit,CPU Reduced,No,84
MAC0897,Manufacturing,Enable Compression,Lower Failure Rate,No,83
MAC0898,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,99
MAC0899,Manufacturing,Increase Worker Nodes,Runtime Reduced,No,91
MAC0900,Manufacturing,Enable Autoscaling,Memory Optimized,Yes,85
MAC0901,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,90
MAC0902,Manufacturing,Reduce Batch Size,Memory Optimized,No,96
MAC0903,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,No,95
MAC0904,Manufacturing,Increase Kafka Partitions,Memory Optimized,Yes,90
MAC0905,Manufacturing,Enable Autoscaling,Higher Throughput,No,95
MAC0906,Manufacturing,Increase Retry Count,Improved Reliability,No,92
MAC0907,Manufacturing,Enable Compression,Reduced Cost,Yes,90
MAC0908,Manufacturing,Optimize SQL Query,Lower Failure Rate,Yes,93
MAC0909,Manufacturing,Increase Retry Count,Improved Reliability,Yes,92
MAC0910,Manufacturing,Increase Worker Nodes,CPU Reduced,Yes,99
MAC0911,Manufacturing,Enable Autoscaling,Lower Failure Rate,Yes,84
MAC0912,Manufacturing,Optimize SQL Query,Improved Reliability,No,83
MAC0913,Manufacturing,Optimize SQL Query,Improved Reliability,No,100
MAC0914,Manufacturing,Increase Worker Nodes,Improved Reliability,Yes,84
MAC0915,Manufacturing,Increase Kafka Partitions,Improved Reliability,Yes,97
MAC0916,Manufacturing,Reduce Batch Size,Latency Reduced,No,94
MAC0917,Manufacturing,Optimize Indexing,Runtime Reduced,Yes,85
MAC0918,Manufacturing,Reduce Batch Size,Latency Reduced,No,87
MAC0919,Manufacturing,Increase Kafka Partitions,Higher Throughput,No,98
MAC0920,Manufacturing,Increase Kafka Partitions,Latency Reduced,No,82
MAC0921,Manufacturing,Move Job to Off-Peak Hours,Higher Throughput,Yes,99
MAC0922,Manufacturing,Increase Kafka Partitions,Reduced Cost,No,90
MAC0923,Manufacturing,Increase Memory Limit,CPU Reduced,Yes,91
MAC0924,Manufacturing,Reduce Batch Size,Reduced Cost,No,86
MAC0925,Manufacturing,Enable Autoscaling,Runtime Reduced,Yes,87
MAC0926,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,Yes,86
MAC0927,Manufacturing,Enable Compression,Latency Reduced,Yes,85
MAC0928,Manufacturing,Optimize SQL Query,Higher Throughput,Yes,84
MAC0929,Manufacturing,Move Job to Off-Peak Hours,Latency Reduced,No,90
MAC0930,Manufacturing,Increase Worker Nodes,Reduced Cost,Yes,85
MAC0931,Manufacturing,Replace Aging Hardware,Reduced Cost,Yes,99
MAC0932,Manufacturing,Increase Sensor Sampling Rate,Memory Optimized,No,86
MAC0933,Manufacturing,Move Job to Off-Peak Hours,Memory Optimized,No,84
MAC0934,Manufacturing,Reduce Batch Size,Latency Reduced,Yes,89
MAC0935,Manufacturing,Enable Autoscaling,Latency Reduced,No,97
MAC0936,Manufacturing,Optimize Indexing,CPU Reduced,Yes,97
MAC0937,Manufacturing,Increase Retry Count,Improved Reliability,Yes,90
MAC0938,Manufacturing,Optimize Indexing,Latency Reduced,No,99
MAC0939,Manufacturing,Optimize Indexing,Reduced Cost,No,87
MAC0940,Manufacturing,Scale Kubernetes Cluster,Lower Failure Rate,No,94
MAC0941,Manufacturing,Enable Compression,Memory Optimized,No,83
MAC0942,Manufacturing,Optimize Indexing,Runtime Reduced,Yes,96
MAC0943,Manufacturing,Replace Aging Hardware,Higher Throughput,Yes,83
MAC0944,Manufacturing,Optimize Indexing,Lower Failure Rate,Yes,90
MAC0945,Manufacturing,Replace Aging Hardware,Lower Failure Rate,No,99
MAC0946,Manufacturing,Enable Compression,Reduced Cost,No,83
MAC0947,Manufacturing,Increase Memory Limit,Improved Reliability,Yes,91
MAC0948,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,No,88
MAC0949,Manufacturing,Move Job to Off-Peak Hours,Runtime Reduced,No,82
MAC0950,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,No,84
MAC0951,Manufacturing,Reduce Batch Size,Runtime Reduced,Yes,91
MAC0952,Manufacturing,Enable Autoscaling,CPU Reduced,Yes,87
MAC0953,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,88
MAC0954,Manufacturing,Increase Retry Count,Memory Optimized,No,95
MAC0955,Manufacturing,Increase Kafka Partitions,Reduced Cost,No,88
MAC0956,Manufacturing,Optimize SQL Query,Lower Failure Rate,Yes,97
MAC0957,Manufacturing,Increase Kafka Partitions,Improved Reliability,Yes,93
